Package,LibPath,Version,Priority,License,License_is_FOSS,NeedsCompilation,Built
timeSeries,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3042.102,NA,GPL (>= 2),NA,no,3.5.0
tinytex,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9,NA,MIT + file LICENSE,NA,no,3.5.0
titanic,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,CC0,NA,no,3.5.0
tm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7-6,NA,GPL-3,NA,yes,3.5.2
TMB,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7.15,NA,GPL-2,NA,yes,3.5.1
tokenizers,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.1,NA,MIT + file LICENSE,NA,yes,3.5.0
topicmodels,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-8,NA,GPL-2,NA,yes,3.5.2
transformr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.1,NA,MIT + file LICENSE,NA,yes,3.5.0
tree,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-39,NA,GPL-2 | GPL-3,NA,yes,3.5.0
treemap,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.4-2,NA,GPL-3,NA,no,3.5.0
triebeard,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,MIT + file LICENSE,NA,yes,3.5.0
trimcluster,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-2.1,NA,GPL,NA,no,3.5.0
trust,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-7,NA,MIT + file LICENSE,NA,no,3.5.0
TSA,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2,NA,GPL (>= 2),NA,no,3.5.0
tseries,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.10-46,NA,GPL-2,NA,yes,3.5.0
TSP,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-6,NA,GPL-3,NA,yes,3.5.0
TTR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.23-4,NA,GPL-2,NA,yes,3.5.0
tufte,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4,NA,GPL-3,NA,no,3.5.1
tuneR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.3,NA,GPL-2 | GPL-3,NA,yes,3.5.1
tweenr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,MIT + file LICENSE,NA,yes,3.5.0
twitteR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.9,NA,Artistic-2.0,NA,no,3.5.0
ubeR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.4,NA,GPL-3,NA,no,3.5.0
ucminf,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-4,NA,GPL (>= 2),NA,yes,3.5.0
udunits2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.13,NA,GPL-2,NA,yes,3.5.0
units,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-2,NA,GPL-2,NA,yes,3.5.1
UpSetR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.3,NA,MIT + file LICENSE,NA,no,3.5.1
urca,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-0,NA,GPL (>= 2),NA,yes,3.5.0
urltools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7.1,NA,MIT + file LICENSE,NA,yes,3.5.0
uroot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0-9,NA,GPL-2,NA,yes,3.5.0
USAboundaries,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,MIT + file LICENSE,NA,no,3.5.0
usethis,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.0,NA,GPL-3,NA,no,3.5.1
UsingR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0-6,NA,GPL (>= 2),NA,no,3.4.3
utf8,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.4,NA,Apache License (== 2.0) | file LICENSE,NA,yes,3.5.0
uuid,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-2,NA,MIT + file LICENSE,NA,yes,3.5.0
V8,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5,NA,MIT + file LICENSE,NA,yes,3.5.0
validate,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.6,NA,GPL-3,NA,yes,3.5.0
vcd,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4-4,NA,GPL-2,NA,no,3.5.0
vcdExtra,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7-1,NA,GPL (>= 2),NA,no,3.5.2
vegan,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.5-3,NA,GPL-2,NA,yes,3.5.1
venneuler,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-0,NA,MPL-1.1,NA,NA,3.5.0
VGAM,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-6,NA,GPL-3,NA,yes,3.5.1
vipor,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.5,NA,GPL (>= 2),NA,no,3.5.0
viridis,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.1,NA,MIT + file LICENSE,NA,no,3.5.0
viridisLite,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,MIT + file LICENSE,NA,no,3.5.0
visdat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.2,NA,MIT + file LICENSE,NA,no,3.5.0
waffle,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.0,NA,GPL (>= 2),NA,no,3.5.0
WDI,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.5.1,NA,GPL-3,NA,no,3.5.0
wdman,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.4,NA,MIT + file LICENSE,NA,no,3.5.0
webreadr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.0,NA,MIT + file LICENSE,NA,yes,3.5.0
webshot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.1,NA,GPL-2,NA,no,3.5.0
wesanderson,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.6,NA,MIT + file LICENSE,NA,no,3.5.0
whisker,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3-2,NA,GPL-3,NA,no,3.5.0
widyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.1,NA,MIT + file LICENSE,NA,no,3.5.0
withr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1.2,NA,GPL (>= 2),NA,no,3.5.0
wordcloud,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.6,NA,LGPL-2.1,NA,yes,3.5.1
WRS2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.10-0,NA,GPL-3,NA,yes,3.5.2
xaringan,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8,NA,MIT + file LICENSE,NA,no,3.5.1
xda,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,GPL-3,NA,NA,3.3.0
xfun,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4,NA,MIT + file LICENSE,NA,no,3.5.0
xgboost,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.71.2,NA,Apache License (== 2.0) | file LICENSE,NA,yes,3.5.0
xkcd,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.6,NA,GPL-3,NA,no,3.5.0
xkcdcolors,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,MIT + file LICENSE,NA,no,3.5.0
XLConnect,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-15,NA,GPL-3,NA,no,3.5.0
XLConnectJars,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-15,NA,GPL-3,NA,no,3.5.0
xlsx,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.1,NA,GPL-3,NA,no,3.5.0
xlsxjars,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.1,NA,GPL-3,NA,no,3.5.0
XML,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.98-1.16,NA,BSD_2_clause + file LICENSE,NA,yes,3.5.1
xml2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.0,NA,GPL (>= 2),NA,yes,3.5.0
xopen,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.0,NA,MIT + file LICENSE,NA,no,3.5.0
xtable,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.8-3,NA,GPL (>= 2),NA,no,3.5.1
xts,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.11-2,NA,GPL (>= 2),NA,yes,3.5.1
yacca,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.1,NA,GPL (>= 3),NA,no,3.5.1
yaml,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2.0,NA,BSD_3_clause + file LICENSE,NA,yes,3.5.0
yardstick,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.2,NA,GPL-2,NA,yes,3.5.1
yhat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0-0,NA,GPL (>= 2),NA,no,3.5.0
yhatr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.15.1,NA,FreeBSD,NA,no,3.5.0
yummlyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.1,NA,GPL (>= 2),NA,no,3.5.0
zeallot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,MIT + file LICENSE,NA,no,3.5.0
Zelig,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.1.6,NA,GPL (>= 3),NA,no,3.5.0
zip,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.0,NA,CC0,NA,yes,3.5.0
zlibbioc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.14.0,NA,Artistic-2.0 + file LICENSE,NA,yes,3.2.0
zoo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.8-4,NA,GPL-2 | GPL-3,NA,yes,3.5.0
base,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,NA,3.5.0
boot,C:/Program Files/R/R-3.5.0/library,1.3-20,recommended,Unlimited,NA,no,3.5.0
class,C:/Program Files/R/R-3.5.0/library,7.3-14,recommended,GPL-2 | GPL-3,NA,yes,3.5.0
cluster,C:/Program Files/R/R-3.5.0/library,2.0.7-1,recommended,GPL (>= 2),NA,yes,3.5.0
codetools,C:/Program Files/R/R-3.5.0/library,0.2-15,recommended,GPL,NA,no,3.5.0
compiler,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,NA,3.5.0
datasets,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,NA,3.5.0
foreign,C:/Program Files/R/R-3.5.0/library,0.8-70,recommended,GPL (>= 2),NA,yes,3.5.0
graphics,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
grDevices,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
grid,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
KernSmooth,C:/Program Files/R/R-3.5.0/library,2.23-15,recommended,Unlimited,NA,yes,3.5.0
lattice,C:/Program Files/R/R-3.5.0/library,0.20-35,recommended,GPL (>= 2),NA,yes,3.5.0
MASS,C:/Program Files/R/R-3.5.0/library,7.3-49,recommended,GPL-2 | GPL-3,NA,yes,3.5.0
Matrix,C:/Program Files/R/R-3.5.0/library,1.2-14,recommended,GPL (>= 2) | file LICENCE,NA,yes,3.5.0
methods,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
mgcv,C:/Program Files/R/R-3.5.0/library,1.8-23,recommended,GPL (>= 2),NA,yes,3.5.0
nlme,C:/Program Files/R/R-3.5.0/library,3.1-137,recommended,GPL (>= 2) | file LICENCE,NA,yes,3.5.0
nnet,C:/Program Files/R/R-3.5.0/library,7.3-12,recommended,GPL-2 | GPL-3,NA,yes,3.5.0
parallel,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
rpart,C:/Program Files/R/R-3.5.0/library,4.1-13,recommended,GPL-2 | GPL-3,NA,yes,3.5.0
spatial,C:/Program Files/R/R-3.5.0/library,7.3-11,recommended,GPL-2 | GPL-3,NA,yes,3.5.0
splines,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
stats,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
stats4,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,NA,3.5.0
survival,C:/Program Files/R/R-3.5.0/library,2.41-3,recommended,LGPL (>= 2),NA,yes,3.5.0
tcltk,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
tools,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
translations,C:/Program Files/R/R-3.5.0/library,3.5.0,NA,Part of R 3.5.0,NA,NA,3.5.0
utils,C:/Program Files/R/R-3.5.0/library,3.5.0,base,Part of R 3.5.0,NA,yes,3.5.0
